DateTimeOccurred,Status,DateTimeReported,Code,Location,Comments,Filename
2018-01-09 15:24:00,OPEN,2018-01-09 15:24:40,BURGLARY,M3 / 33 MASSACHUSETTS AVE,"Party reported that she left her office at noon and the office door automatically secured behind her. When she returned to her office approximately 1 hour and 45 minutes later, she noticed her laptop and wallet were missing. It appears the office door may have been forced opened. ",
2018-01-10 00:36:00,CLOSED,2018-01-10 00:36:52,FIELD STOP,E62 / 100 MAIN ST,Officer on routine patrol conducted field stop. ,
2018-01-10 07:35:00,CLOSED,2018-01-10 07:35:13,TRESPASS,M7 / 77 MASSACHUSETTS AVE,A report of a person hanging up flyers. Non-affiliate was verbally trespassed. ,
2017-12-15 00:00:00,OPEN,2018-01-11 00:52:48,LARCENY,E14 / 75 AMHERST ST,Party reports a portable space heater was stolen. ,
2018-01-11 09:40:00,CLOSED,2018-01-11 09:40:18,ACCIDENT,M35 / 127 MASSACHUSETTS AVE,Motor vehicle struck parked motor vehicle. ,
2017-05-01 13:10:00,CLOSED,2018-01-11 13:10:21,"ANNOYING OR HARASSING PHONE CALLS, STALKING",ON CAMPUS RESIDENCE HALL,Report of stalking. ,
2017-12-27 00:00:00,OPEN,2018-01-11 15:44:46,MALICIOUS DESTRUCTION OF PROPERTY,M37 / 70 VASSAR ST,Party reports cabinet door removed from wall. ,
2018-01-10 00:00:00,OPEN,2018-01-11 16:22:22,LARCENY,M37 / 70 VASSAR ST,Party reports camera system stolen. ,
2018-01-11 09:12:00,CLOSED,2018-01-12 08:14:57,MALICIOUS DESTRUCTION OF PROPERTY,M6 / 182 MEMORIAL DR,Department sign had been written on. ,
2018-01-05 11:44:00,CLOSED,2018-01-12 11:10:35,LARCENY,W89 / 301 VASSAR ST,Party reports his cell phone was stolen. ,
2018-01-13 07:01:00,CLOSED,2018-01-13 07:08:44,SUSPICIOUS PERSON,E19 / 400 MAIN ST,Party reports individuals were going through items on the loading dock. ,
2018-01-15 22:38:00,CLOSED,2018-01-15 22:38:39,CREDIT CARD FRAUD,W85 / 540 MEMORIAL DR,Party reports credit card fraud.  ,
2018-01-16 01:50:00,CLOSED,2018-01-16 01:58:02,FIRE ALARM,TDC / 372 MEMORIAL DR,Reported fire alarm. Burst pipe was cause for alarm. ,
2018-01-16 10:54:00,CLOSED,2018-01-16 10:54:24,MALICIOUS DESTRUCTION OF PROPERTY,N51 / 275 MASSACHUSETTS AVE,Party reports clay structures located in   courtyard sustained damage. ,
2018-01-16 19:40:00,CLOSED,2018-01-16 19:40:12,SUSPICIOUS PERSON,M10 / 122 MEMORIAL DR,Report of a suspicious person in building ten lobby. ,
2018-01-17 04:18:00,CLOSED,2018-01-17 04:18:34,FIELD STOP,M32 / 32 VASSAR ST,Party reports a suspicious individual. Officer conducted a field stop and escorted the individual out of the building. ,
2018-01-17 08:53:00,CLOSED,2018-01-17 08:53:07,SUSPICIOUS PERSON,M36 / 50 VASSAR ST,Party reports a suspicious person in the restroom. ,
2018-01-17 13:40:00,CLOSED,2018-01-17 13:54:52,SUSPICIOUS PERSON,W35 / 100 VASSAR ST,Party reports a suspicious person taking pictures. ,
2018-01-17 17:00:00,OPEN,2018-01-17 21:15:20,LARCENY,E14 / 75 AMHERST ST,"Party reports her coat, gloves, and scarf were stolen. ",
2018-01-17 22:17:00,CLOSED,2018-01-17 22:17:50,FIELD STOP,W20 / 84 MASSACHUSETTS AVE,Officer observed an individual operating a motor scooter with no lighting in the rear and conducted a field stop. ,
2018-01-18 00:18:00,ARREST,2018-01-18 00:18:57,TRESPASS,E62 / 100 MAIN ST,"Officer on routine patrol encountered a known trespassed individual. Arrest: Johnson Madamidola (25) of 71 Centre Street, Roxbury, MA was arrested for Trespassing. ",
2018-01-20 00:40:00,ARREST,2018-01-20 00:40:38,TRESPASS,E53 / 30 WADSWORTH ST,"Officer encountered a known trespassed individual.  Arrest: Daniel Hoecherl (29) of 153 Princeton Street #3 Boston, MA was placed under arrest for Trespassing. ",
2018-01-20 13:15:00,OPEN,2018-01-20 13:38:54,LARCENY,W20 / 84 MASSACHUSETTS AVE,Party reports his bike was stolen. ,
2018-01-21 15:07:00,OPEN,2018-01-21 15:07:13,LARCENY,W1 / 305 MEMORIAL DR,Party reports cash stolen from jacket left unattended. ,
2017-09-01 00:00:00,CLOSED,2018-01-22 09:59:08,CONFIDENTIAL SEXUAL ASSAULT REPORT,NON-CAMPUS ,Confidential Sexual Assault   Report: Rape and Domestic ,
2018-01-15 16:00:00,OPEN,2018-01-22 18:50:40,SUSPICIOUS ACTIVITY,M2 / 182 MEMORIAL DR,Party reports suspicious activity. ,
2018-01-22 12:00:00,OPEN,2018-01-23 09:17:34,LARCENY,W70 / 471 MEMORIAL DR,Party reports a saw was stolen. ,
2018-01-24 13:00:00,CLOSED,2018-01-24 14:47:15,LARCENY,W35 / 100 VASSAR ST,Party states her backpack was stolen.   Party later reported backpack was accidently taken and was returned. ,
2018-01-23 14:00:00,CLOSED,2018-01-24 16:48:40,ANNOYING OR HARASSING PHONE CALLS,M68 / 31 AMES ST ,Party reports suspicious phone calls. ,
2018-01-28 15:21:00,CLOSED,2018-01-28 15:21:54,SUSPICIOUS ACTIVITY,E62 / 100 MAIN ST,Report of suspicious activity. ,
2018-01-20 17:00:00,CLOSED,2018-01-30 18:44:07,MALICIOUS DESTRUCTION OF PROPERTY,NW61 / 282 MASSACHUSETTS AVE,Party reports a past malicious destruction of property incident. ,
2018-01-12 09:48:00,CLOSED,2018-01-31 07:27:38,ANNOYING OR HARASSING PHONE CALLS,M3 / 33 MASSACHUSETTS AVE,Party reports receiving phone messages and letters. ,
2018-01-31 10:14:00,CLOSED,2018-01-31 10:14:14,ACTUAL FIRE,NW13 / ALBANY ST,A small fire was reported and was extinguished. The all clear was given by Cambridge Fire and MIT personnel. ,
2018-01-31 11:15:00,CLOSED,2018-01-31 11:18:44,SUSPICIOUS PERSON,W51 / 410 MEMORIAL DR,Party reported a suspicious person.  ,
2017-05-01 12:00:00,CLOSED,2018-02-01 15:48:01,LARCENY,E2 / 70 AMHERST ST,Report of a past larceny of a bicycle. ,
2018-02-02 11:10:00,CLOSED,2018-02-02 11:10:45,ANNOYING OR HARASSING PHONE CALLS,M32 / 32 VASSAR ST,Party reports receiving harassing phone calls from an individual claiming to be with the IRS. ,
2018-02-03 00:54:00,CLOSED,2018-02-03 00:54:11,TRESPASS,M3 / 33 MASSACHUSETTS AVE,Officer encountered an individual and issued a verbal trespass warning. ,
2018-02-04 00:24:00,ARREST,2018-02-04 00:24:59,TRESPASS,W20 / 84 MASSACHUSETTS AVE,"Officer encountered an individual in the basement. Arrest: William Sinclair EPITER-SMITH (26) of 60 Joy Street, Boston MA was arrested for Trespassing. ",
2018-02-04 16:24:00,CLOSED,2018-02-04 16:24:14,HARASS,M62 / 21 AMES ST ,Party reports receiving harassing messages. ,
2018-01-23 06:28:00,CLOSED,2018-02-05 16:53:17,SUSPICIOUS ACTIVITY,AP / 479 COMMONWEALTH AVE,Party reports a suspicious person hanging around the house. ,
2018-02-06 13:47:00,CLOSED,2018-02-06 13:47:38,SUSPICIOUS ACTIVITY,E52 / 50 MEMORIAL DR,Party reported receiving suspicious emails. ,
2018-02-05 14:00:00,CLOSED,2018-02-06 14:56:37,SUSPICIOUS PERSON,M7 / 77 MASSACHUSETTS AVE,Party reports a suspicious person has been showing up in the office. ,
2018-02-07 02:50:00,CLOSED,2018-02-07 02:50:48,SUSPICIOUS PERSON,M46 / 46 VASSAR ST,Party reported being approached by an unknown individual attempting to get him to go to an ATM and withdraw money by possible means of deception. ,
2018-02-07 14:08:00,CLOSED,2018-02-07 14:08:26,ANNOYING EMAIL,M7 / 77 MASSACHUSETTS AVE,Party reports suspicious e-mails. ,
2018-02-09 12:51:00,CLOSED,2018-02-09 12:51:08,TRESPASS,M46 / 46 VASSAR ST,Caller requesting officers for a person whose access to a lab has been denied.  Subject was trespassed.,
2018-02-08 07:40:00,CLOSED,2018-02-09 12:56:58,TRESPASS,W35 / 100 VASSAR ST,Staff member approached officer about unwanted person.,
2018-02-10 22:51:00,CLOSED,2018-02-10 22:51:00,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Non-affiliate found reported sleeping on the floor next to CopyTech.  Party issued trespass warning.,
2018-02-11 03:05:00,OPEN,2018-02-11 13:03:42,BURGLARY,W1 / 305 MEMORIAL DR,Party states that 10 hours earlier she returned to her dorm room and found an unknown male in her bed. She got him to leave and then discovered property missing.,
2018-02-11 17:44:00,OPEN,2018-02-11 17:44:22,LARCENY,E53 / 30 WADSWORTH ST,"Caller left his laptop while in the library to use the bathroom and when he returned the laptop was gone, 1/2 sent to speak with the caller clear and taking the report",
2018-02-12 09:13:00,CLOSED,2018-02-12 09:13:55,SUSPICIOUS ACTIVITY,M26 / 60 VASSAR ST,Party reports a suspicious message on the message board. ,
2018-02-12 12:56:00,OPEN,2018-02-12 12:56:24,ANNOYING EMAIL,M46 / 46 VASSAR ST,Party reports receiving harassing phone calls and e-mails. ,
2018-02-11 18:20:00,CLOSED,2018-02-12 18:43:59,SUSPICIOUS ACTIVITY,M56 / 21 AMES ST ,Party reports receiving a suspicious voicemail. ,
2018-02-10 14:30:00,OPEN,2018-02-13 12:14:44,LARCENY,E23 / 25 CARLTON ST,Party reported that cash and checks were stolen ,
2018-02-13 14:07:00,ARREST,2018-02-13 14:07:47,WARRANT SERVICE,M2 / 182 MEMORIAL DR,"A report of a male sleeping in a room. Arrest: Divine Jackson (23) of 39 Warren Street #419, Roxbury MA was taken into custody on 4 outstanding warrants. ",
2016-10-10 00:00:00,CLOSED,2018-02-13 15:48:20,CONFIDENTIAL SEXUAL ASSAULT REPORT,NON CAMPUS / FSILG,Confidential sexual assault report: rape. ,
2016-10-30 00:00:00,CLOSED,2018-02-13 16:05:48,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS RESIDENCE HALL,Confidential sexual assault report: rape. / WEST SIDE OF CAMPUS ,
2015-08-28 00:00:00,CLOSED,2018-02-13 16:36:38,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS RESIDENCE HALL,Confidential sexual assault report: rape. ,
2015-11-07 00:00:00,CLOSED,2018-02-13 16:51:45,CONFIDENTIAL SEXUAL ASSAULT REPORT,NON CAMPUS / FSILG,Confidential sexual assault report: rape. ,
2014-10-01 00:00:00,CLOSED,2018-02-13 17:16:01,CONFIDENTIAL SEXUAL ASSAULT REPORT,PUBLIC PROPERTY ,Anonymous report of a sexual assault: rape & aggravated assault. ,
2018-02-13 17:55:00,CLOSED,2018-02-13 17:55:31,FIELD STOP,CASPAR / 240 ALBANY ST,Patrol Sergeant conducted a field stop.  ,
2018-02-13 18:35:00,CLOSED,2018-02-13 18:35:03,LARCENY,M18 / 21 REAR AMES ST,"Party reported leaving his cell phone in the restroom.  Upon returning, discovered it was missing.  Party later recovered his phone. ",
2018-01-22 10:00:00,OPEN,2018-02-14 11:07:41,LARCENY,M32 / 32 VASSAR ST,Party reports tables and chairs may have been stolen. ,
2018-01-20 13:09:00,CLOSED,2018-02-14 13:05:23,LARCENY,W89 / 301 VASSAR ST,Party reports missing hammer drill. ,
2018-02-14 13:06:00,CLOSED,2018-02-14 13:06:45,PERSONA NON GRATA,W89 / 301 VASSAR ST,Persona non Grata (No Trespassing) letter issued. ,
2018-02-14 13:16:00,OPEN,2018-02-14 13:16:36,LEAVING THE SCENE OF PROPERTY DAMAGE,M9 / 105 MASSACHUSETTS AVE,"A vehicle appears to have driven over the stairs and struck a metal handrail, damaging the railing. The vehicle was then observed leaving the area. ",
2018-02-14 18:00:00,OPEN,2018-02-15 10:50:43,LARCENY,M54 / 21 AMES ST ,Party reports pants were stolen from her office. ,
2018-02-15 09:00:00,OPEN,2018-02-15 14:08:20,LARCENY,M13 / 105 REAR MASSACHUSETTS AVE,Party reports iPhone was stolen from her office. ,
2018-02-16 04:12:00,OPEN,2018-02-16 04:12:59,MALICIOUS DESTRUCTION OF PROPERTY,M3 / 33 MASSACHUSETTS AVE,Party reports damage to fixtures in men’s  restroom. ,
2018-02-16 09:33:00,CLOSED,2018-02-16 09:33:16,SUSPICIOUS PERSON,M36 / 50 VASSAR ST,Party reports an individual was in the office acting strangely. ,
2018-02-17 01:28:00,CLOSED,2018-02-17 01:28:07,TRESPASS,M4 / 182 MEMORIAL DR,Officer encountered an individual with no affiliation to MIT and issued a verbal trespass warning. ,
2018-02-18 10:30:00,OPEN,2018-02-18 13:07:04,LARCENY,W35 / 100 VASSAR ST,Parties report theft of personal belongings. ,
2018-02-18 16:08:00,CLOSED,2018-02-18 16:08:41,FAIL TO YIELD,NW12 / 138 ALBANY ST,Motorist advised for MV violations. Report filed. Party advised. ,
2018-02-18 22:49:00,OPEN,2018-02-18 22:49:30,LARCENY OVER $250 BY FALSE PRETENSE,MASS AVE & VASSAR STREET,Party reports check cashing scam. ,
2018-02-19 19:00:00,CLOSED,2018-02-20 11:11:43,SUSPICIOUS ACTIVITY,M46 / 46 VASSAR ST,Party reports suspicious activity.  ,
2018-02-19 12:00:00,OPEN,2018-02-20 11:49:46,LARCENY,199 ALBANY STREET,Party reports backpack was stolen from unlocked motor vehicle. ,
2018-02-17 13:00:00,OPEN,2018-02-20 16:29:10,LARCENY,W34 / 120 VASSAR ST,Party reports larceny of an MIT ID from the Z-  Center. ,
2018-02-20 20:55:00,OPEN,2018-02-20 20:55:57,LARCENY,E51 / 70 MEMORIAL DR,Party reports bag was stolen.  ,
2018-02-20 23:05:00,CLOSED,2018-02-20 23:05:27,MISC,RESIDENCE HALL IN WEST CAMPUS,Report of yelling. Responding units report verbal argument. ,
2018-02-22 16:09:00,OPEN,2018-02-22 16:09:35,LARCENY,M32 / 32 VASSAR ST,Party reports his iPhone was stolen. ,
2018-02-23 00:33:00,ARREST,2018-02-23 00:33:43,TRESPASS,M1 / 33 MASSACHUSETTS AVE,"Lawrence Smith (73) of 444 Harrison Ave., Boston,  MA was arrested for Trespassing. ",
2018-02-23 09:58:00,CLOSED,2018-02-23 09:58:09,SUSPICIOUS ACTIVITY,M26 / 60 VASSAR ST,Party reported suspicious flyer. ,
2018-02-23 10:58:00,CLOSED,2018-02-23 10:58:19,TRESPASS,M37 / 70 VASSAR ST,"Check and inquiry on individual, in building 37, trespass warning issued. ",
2018-02-23 10:05:00,CLOSED,2018-02-23 11:03:09,SUSPICIOUS ACTIVITY,M13 / 105 REAR MASSACHUSETTS AVE,Party reported some damage outside the office.  ,
2018-02-23 15:56:00,CLOSED,2018-02-23 15:56:34,SUSPICIOUS ACTIVITY,W35 / 100 VASSAR ST,Party reports suspicious activity. ,
2018-02-24 05:01:00,CLOSED,2018-02-24 05:01:33,SUSPICIOUS ACTIVITY,M16 / 21 AMES ST ,Party reports suspicious activity. ,
2018-02-24 07:00:00,CLOSED,2018-02-24 07:00:05,FIELD STOP,W20 / 84 MASSACHUSETTS AVE,Party reports an individual sleeping on the floor.  Officer responded to investigate and conducted a field stop. ,
2018-02-24 22:15:00,OPEN,2018-02-24 23:42:21,LARCENY OVER $250 BY SINGLE SCHEME,290 MASSACHUSETTS AVE,Party reports she believes she was scammed. ,
2018-02-25 09:10:00,CLOSED,2018-02-25 09:53:25,MISC,W84 / 550 MEMORIAL DR,Party reports harassing phone calls. ,
2014-12-06 12:00:00,CLOSED,2018-02-26 09:08:08,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS RESIDENCE HALL,Confidential Sexual Assault Report: Rape ,
2018-02-24 10:30:00,CLOSED,2018-02-26 17:59:29,SUSPICIOUS ACTIVITY,W84 / 550 MEMORIAL DR,Party reports an attempted flim flam via a Craigslist sale. ,
2018-02-24 00:00:00,CLOSED,2018-02-26 21:24:22,CONFIDENTIAL SEXUAL ASSAULT REPORT,RESIDENCE HALL ON WEST SIDE OF CAMPUS CSA,Reports confidential sexual assault: Rape and Domestic Violence ,
2018-07-02 22:30:00,OPEN,2018-07-03 08:54:52,BURGLARY,PLP / 450 BEACON ST,Party reports laptop and wallet were stolen.  Party believes entry was made through an open window which leads to a fire escape. ,
2018-06-30 00:00:00,CLOSED,2018-07-03 09:48:26,CONFIDENTIAL DATING VIOLENCE ON-CAMPUS,RESIDENCE HALL ,Confidential Dating Violence report.   ,
2017-06-01 00:00:00,CLOSED,2018-07-03 12:43:42,CONFIDENTIAL DATING VIOLENCE ON-CAMPUS,,Confidential Dating Violence report. ,
2018-07-03 14:00:00,CLOSED,2018-07-03 20:06:11,STUDENT PROBLEM,M36 / 50 VASSAR ST,Party reported a verbal argument. ,
2019-01-03 09:12:00,OPEN,2019-01-03 09:12:30,SUSPICIOUS,M46 / 43 VASSAR ST,Report filed regarding suspicious letters received by building occupants. ,
2019-01-04 00:07:00,OPEN,2019-01-04 00:07:16,SUSPICIOUS,E62 / 100 MAIN ST,Report filed regarding a person who was identified and escorted from the property. ,
2019-01-04 01:21:00,OPEN,2019-01-04 01:21:36,SUSPICIOUS,W91 / 570 MEMORIAL DR,Report filed regarding suspicious persons. ,
2019-01-05 11:42:00,OPEN,2019-01-05 11:42:27,ACCIDENT,MEMORIAL DR & MAGAZINE ST,Report filed regarding a m/v accident. ,
2019-01-24 23:44:00,OPEN,2019-01-24 23:44:54,SUSPICIOUS,M5 / 55 MASSACHUSETTS AVE,Individual found sleeping in the exterior doorway. Party removed from the area. ,
2019-01-25 00:11:00,OPEN,2019-01-25 00:11:06,FSILG   PROBLEM,SC / 532 BEACON ST,Report filed regarding an FSILG problem. ,
2019-01-24 10:00:00,OPEN,2019-01-25 10:54:54,LARCENY,M76 / 500 MAIN ST,Report filed regarding a stolen vehicle cover. ,
2019-01-25 15:34:00,OPEN,2019-01-25 15:34:31,LARCENY,M13 / 105 REAR   MASSACHUSETTS AVE,Report filed regarding a past larceny. ,
2018-10-01 18:07:00,OPEN,2019-01-25 17:10:51,HARASS,M50 / 142 MEMORIAL DR,Report filed regarding harassing emails. ,
2019-01-25 18:17:00,OPEN,2019-01-25 18:01:11,SUSPICIOUS,NE47 / 500 TECH SQUARE,Report filed regarding a suspicious person. ,
2019-01-25 19:52:00,OPEN,2019-01-25 19:52:20,SUSPICIOUS,N4 / 32 ALBANY ST,Report filed regarding suspicious activity. ,
2019-02-08 00:00:00,CLOSED,2019-04-22 10:50:16,CONFIDENTIAL DATING VIOLENCE,NON CAMPUS ,Confidential Dating Violence report. ,
2017-11-15 00:00:00,CLOSED,2019-04-22 10:52:12,CONFIDENTIAL STALKING REPORT ON CAMPUS,RESIDENCE HALL ,Confidential Stalking report.   ,
2018-04-15 00:00:00,CLOSED,2019-04-22 10:53:05,CONFIDENTIAL STALKING REPORT ON CAMPUS,RESIDENCE HALL ,Confidential Stalking report.   ,
2019-01-15 00:00:00,CLOSED,2019-04-22 10:53:34,CONFIDENTIAL STALKING REPORT ON CAMPUS,RESIDENCE HALL ,Confidential Stalking report.   ,
2018-04-15 00:00:00,CLOSED,2019-04-22 10:54:08,CONFIDENTIAL SEXUAL ASSAULT REPORT,CONFIDENTIAL DATING VIOLENCE ON CAMPUS RESIDENCE HALL,Confidential Sexual Assault report (rape) and Confidential Dating Violence report. ,
2019-04-16 18:00:00,CLOSED,2019-04-23 19:19:42,SUSPICIOUS ACTIVITY,E25 / 45 CARLTON ST,Party reported she believed she was the victim of credit card skimming.  She reported fraudulent charges on her account. ,
2019-04-23 22:03:00,CLOSED,2019-04-23 22:01:51,FIELD STOP,M33 / 125 MASSACHUSETTS AVE,Officer conducting building check after reports of a party living there. Officer encountered party sleeping on the floor. Party was escorted off property. ,
2017-11-10 00:00:00,CLOSED,2019-04-24 14:44:43,CONFIDENTIAL SEXUAL ASSAULT REPORT,NON CAMPUS ,Confidential sexual assault report (rape) ,
2019-04-15 11:47:00,OPEN,2019-04-24 17:13:50,LARCENY,E55 / 60 WADSWORTH ST,Party reported package was stolen. ,
2019-04-19 10:33:00,OPEN,2019-04-24 17:53:31,LARCENY,E55 / 60 WADSWORTH ST,Party reported package was stolen. ,
2019-04-25 16:09:00,ARREST,2019-04-25 16:09:47,TRESPASS,M4 / 182 MEMORIAL DR,"Officers responded to a report of a party who kept entering the restrooms in the main group. Officers located the party, who had been previously trespassed. Arrest: Malcolm Maker (60) of 15 Topliff Street, Dorchester, MA was arrested for Trespassing After Notice. ",
2019-04-26 09:00:00,OPEN,2019-04-26 13:32:36,LARCENY,E52 / 50 MEMORIAL DR,Party reported larceny of a wallet ,
2019-04-17 23:00:00,OPEN,2019-04-26 17:38:46,LARCENY,60 WADSWORTH ST,Party reported larceny of ring. ,
2019-04-15 22:30:00,OPEN,2019-04-28 16:43:28,LARCENY,W70 / 471 MEMORIAL DR,Party reported larceny of a bicycle ,
2019-04-27 15:00:00,OPEN,2019-04-30 10:03:24,LARCENY,W92 / 304 VASSAR ST,Party reported an empty backpack was taken from his work space.   ,
2019-04-30 17:13:00,CLOSED,2019-04-30 17:13:32,FIRE ALARM,W70 / 471 MEMORIAL DR,Party left a laundry basket on top of an electric stove in a conference room kitchen causing the plastic to melt and smoke filled the area. CFD vented the area. No report of actual fire. ,
2019-05-04 08:55:00,OPEN,2019-05-04 08:55:11,FRAUD,W89 / 301 VASSAR ST,Party Reported Fraud by single scheme. ,
2019-05-05 00:24:00,OPEN,2019-05-05 00:24:37,TRESPASS,M33 / 125 MASSACHUSETTS AVE,"Ronald Bradley, age 57, of 56 Bowdoin St. Boston was arrested for Trespassing ",
2019-05-05 19:35:00,OPEN,2019-05-05 19:35:17,LARCENY,W35 / 100 VASSAR ST,Party reported a stolen lap top. ,
2019-08-02 03:20:00,OPEN,2019-08-02 04:03:37,SUSPICIOUS,M4 / 182 MEMORIAL DR,Report filed regarding and individual who was escorted off of MIT property and issued a verbal trespass warning ,
2019-08-02 11:35:00,OPEN,2019-08-02 11:35:00,HARASS,M24 / 60 VASSAR ST,Report filed regarding harassing phone calls. ,
2019-08-02 15:16:00,OPEN,2019-08-02 15:55:10,SUSPICIOUS,M4 / 182 MEMORIAL DR,Report filed regarding an individual who was escorted off of MIT property and issued a verbal trespass warning ,
2019-08-07 14:31:00,OPEN,2019-08-07 14:31:10,SUSPICIOUS,M2 / 182 MEMORIAL DR,Report filed regarding a suspicious person who entered a lab in building 2 and began asking questions to lab staff members while filming them with a laptop. ,
2019-08-08 09:00:00,OPEN,2019-08-08 15:23:21,GENASIST,M7 / 77 MASSACHUSETTS AVE,Report filed regarding a verbal altercation between a MIT employee and a delivery driver at the Stata Center loading dock. ,
